id,created_at,updated_at,courses
686,10/20/12 20:38,10/20/12 20:38,s13_15571 s13_15572 s13_12464
688,10/20/12 20:39,10/20/12 20:51,s13_15571 s13_15572 s13_12464 s13_15006 s13_16039
707,10/23/12 20:18,10/23/12 20:18,s13_7017
715,10/24/12 6:53,10/24/12 7:01,s13_16030 s13_16032 s13_15979 s13_16087 s13_16045 s13_15875 s13_15883
724,10/27/12 1:48,10/27/12 4:04,s13_15464 s13_15999 s13_14414 s13_15921 s13_16067 s13_15653 s13_15901 s13_15946 s13_15131 s13_15117 s13_15860 s13_15878
728,10/27/12 18:18,10/27/12 19:34,s13_7180 s13_7242 s13_16018 s13_15962 s13_15960 s13_16050 s13_16051
731,10/27/12 21:00,10/27/12 21:06,s13_14443 s13_7396 s13_7397 s13_7043 s13_7044 s13_7050 s13_7049 s13_7048 s13_15035 s13_14227 s13_7918 s13_7919 s13_7920 s13_7921 s13_7922 s13_11964 s13_11965 s13_14228 s13_12602 s13_16155 s13_8182 s13_8183 s13_8184 s13_8185 s13_8186 s13_11967 s13_11968 s1
737,10/28/12 13:25,10/28/12 13:35,s13_15571 s13_15572 s13_15697 s13_16068 s13_12964 s13_16091 s13_16141 s13_13891 s13_11661 s13_15954 s13_16037 s13_16038
739,10/28/12 20:16,10/28/12 20:18,s13_10637 s13_14310 s13_15207
740,10/28/12 20:21,10/28/12 20:30,s13_14310 s13_14312 s13_15207 s13_10637 s13_11709 s13_15861
741,10/28/12 22:09,10/28/12 22:09,f12_9268 f12_9865
743,10/28/12 23:21,10/28/12 23:31,s13_7059 s13_15966
735,10/28/12 3:43,10/29/12 0:50,s13_7142 s13_14174 s13_10637 s13_14310 s13_14311
706,10/23/12 18:16,10/29/12 18:02,s13_8569 s13_16145 s13_7407 s13_15500 s13_15973 s13_15874 s13_15877 s13_7240 s13_16012 s13_15168 s13_15983 s13_16160
762,10/29/12 17:33,10/29/12 18:03,s13_7396 s13_7397 s13_14315 s13_14310 s13_8370 s13_7142 s13_7251 s13_15156 s13_14425 s13_15304 s13_16101
772,10/29/12 18:41,10/29/12 18:42,s13_15960 s13_15621 s13_7330
775,10/29/12 19:46,10/29/12 19:48,s13_11940 s13_15186 s13_14546 s13_15653 s13_7273
780,10/29/12 20:04,10/29/12 20:44,s13_7143 s13_7144 s13_16049 s13_15398 s13_14286 s13_16038 s13_14763 s13_12396
793,10/29/12 21:30,10/29/12 21:30,s13_12968 s13_12969 s13_15767 s13_7239 s13_7240
781,10/29/12 20:07,10/29/12 21:49,s13_7142 s13_10637 s13_15980 s13_15712 s13_14443 s13_15217 s13_16009 s13_15930 s13_15931 s13_15577 s13_15504 s13_14911 s13_16072 s13_14937 s13_14286
784,10/29/12 20:21,10/29/12 22:04,s13_9123 s13_15621 s13_15962 s13_16051 s13_16018
802,10/30/12 1:55,10/30/12 2:00,s13_9123 s13_15962 s13_14286 s13_14443 s13_14912
801,10/30/12 1:52,10/30/12 2:17,s13_15942 s13_16049 s13_16018 s13_15965 s13_16022 s13_15983 s13_16143 s13_15994 s13_7311 s13_16092 s13_15186 s13_10637 s13_15131 s13_16046
820,10/30/12 13:52,10/30/12 14:07,s13_15993 s13_16040 s13_16043 s13_14911
827,10/30/12 15:35,10/30/12 15:38,s13_16052 s13_15885 s13_7355 s13_15480 s13_7358
832,10/30/12 16:04,10/30/12 16:08,s13_15856 s13_15853 s13_15898 s13_15873 s13_16035
831,10/30/12 16:01,10/30/12 16:17,s13_16038 s13_14425
692,10/21/12 20:25,10/30/12 16:36,s13_16108 s13_15469 s13_16049 s13_15770 s13_16094
531,9/6/12 15:06,10/30/12 16:52,s13_15852 s13_10637 s13_14782 s13_15653 s13_16039 s13_16112 s13_10559 s13_16107
834,10/30/12 16:34,10/30/12 16:52,s13_16072 s13_12964 s13_14485 s13_16013
822,10/30/12 14:21,10/30/12 17:13,s13_15995 s13_14911 s13_15993 s13_16040 s13_16043 s13_15464 s13_14195 s13_13904 s13_9555 s13_16107 s13_7407 s13_7408
836,10/30/12 16:50,10/30/12 17:20,s13_7143 s13_14189 s13_15873 s13_16038
843,10/30/12 17:11,10/30/12 17:21,s13_15873 s13_15919 s13_16093 s13_14236 s13_14237 s13_16147 s13_7044 s13_8191 s13_8192
789,10/29/12 20:52,10/30/12 18:15, s13_15497 s13_7382 s12_15644
853,10/30/12 19:40,10/30/12 19:40,s13_16090 s13_16002
854,10/30/12 19:40,10/30/12 19:40,s13_16090 s13_16002
756,10/29/12 17:14,10/30/12 19:54,s13_14978 s13_15853 s13_13892 s13_15859 s13_15861 s13_16092 s13_15946 s13_7002 s13_15980 s13_15986 s13_15967 s13_15923 s13_15924 s13_14547
861,10/30/12 20:35,10/30/12 20:46,s13_15074 s13_15480 s13_16060 s13_7242
866,10/30/12 21:20,10/30/12 21:24,s13_15963
837,10/30/12 16:52,10/30/12 23:16,s13_15944 s13_11303 s13_14189 s13_15702 s13_16038
869,10/30/12 23:28,10/30/12 23:48,s13_16038 s13_15983 s13_11406 s13_15479 s13_7143
870,10/30/12 23:57,10/31/12 0:02,s13_15987 s13_16041 s13_16042 s13_15903 s13_15878
874,10/31/12 1:47,10/31/12 2:15,s13_15960 s13_15621 s13_15962 s13_15963
883,10/31/12 3:50,10/31/12 3:57,s13_11940 s13_15186 s13_15888 s13_7382 s13_15204 s13_12912 s13_14414 s13_14425 s13_7152 s13_7153 s13_15217 s13_16009 s13_16010 s13_16011
880,10/31/12 3:04,10/31/12 5:02,s13_15921 s13_14782 s13_15927 s13_15652 s13_15929 s13_14465 s13_16054 s13_15919 s13_16084 s13_15888 s13_14911 s13_14969 s13_15217 s13_16009 s13_16098 s13_10559 s13_16107 s13_7178 s13_15504 s13_15625
894,10/31/12 15:03,10/31/12 15:05,s13_15485 s13_15653 s13_16055
900,10/31/12 16:45,10/31/12 17:05,s13_14310 s13_14311 s13_14312 s13_15577
905,10/31/12 17:21,10/31/12 17:23,s13_16027 s13_12983 s13_16022 s13_9920
302,9/1/12 21:14,10/31/12 18:46,s13_14309 s13_15207 s13_15869 s13_15870 s13_16091 s13_9450 s13_15009 s13_15010 s13_15398 s13_10128 s13_10761 s13_12615
910,10/31/12 18:42,10/31/12 18:49,s13_15950 s12_15690 s10_14814
916,10/31/12 21:21,10/31/12 21:31,s13_16160 s13_15207 s13_15485 s13_15867 s13_12964 s13_16091 s13_14174
922,11/1/12 3:29,11/1/12 3:33,s13_15883 s13_16167 s13_16041 s13_15005 s13_16090 s13_16084 s13_16085 s13_15440 s13_13891
923,11/1/12 4:30,11/1/12 5:08,s13_15989 s13_15994 s13_7311 s13_11940 s13_15186 s13_15958 s13_7229 s13_7230 s13_14910 s13_15610 s13_16038 s13_10484
926,11/1/12 15:32,11/1/12 16:27,s13_12464 s13_14286 s13_15964 s13_16018
814,10/30/12 4:23,11/1/12 17:27,s13_15852 s13_14978 s13_16167 s13_13891 s13_15398 s13_15196 s13_14907 s13_15367 s13_15197 s13_15492 s13_14911 s13_14969 s13_14443 s13_15885
931,11/1/12 17:36,11/1/12 17:41,f12_3369 f12_4854 f12_9841 f12_3374 f12_7687
943,11/1/12 20:11,11/1/12 20:12,s13_15753 s13_16146 s13_16147
946,11/1/12 21:14,11/1/12 21:15,s13_12464 s13_15697 s13_16051 s13_15962
948,11/1/12 21:46,11/1/12 21:46,s13_15507
949,11/1/12 21:46,11/1/12 21:46,s13_15507
942,11/1/12 20:05,11/2/12 0:22,s13_16142 s13_16160 s13_8569 s13_15931 s13_10761 s13_15974
957,11/2/12 2:06,11/2/12 2:10,s13_7178 s13_16055 s13_15217 s13_7240 s13_15922
763,10/29/12 17:35,11/2/12 4:06,s13_15207 s13_7229 s13_7230 s13_7469 s13_16141 s13_12399 s13_12400 s13_13166 s13_16039 s13_14286 s13_13892
963,11/2/12 4:43,11/2/12 4:46,s13_16156 s13_7200 s13_12615 s13_7330 s13_10385 s13_7368 s13_8655 s13_7251
971,11/2/12 13:23,11/2/12 13:37,s13_15234 s13_15958 s13_16104 s13_15859 s13_11819
974,11/2/12 14:17,11/2/12 14:19,s13_14546 s13_16065 s13_15878 s13_16099 s13_14311
